# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
GAL3ST1	GAL3ST1	NM_001318116.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GAL3ST1	GAL3ST1	NM_004861.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GALR3	GALR3	NM_003614.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GAS2L1	GAS2L1	NM_001278730.2	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
GAS2L1	GAS2L1	NM_001362985.2	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
GAS2L1	GAS2L1	NM_006478.5	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
GAS2L1	GAS2L1	NM_152236.3	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
GCAT	GCAT	NM_001171690.1	protein_coding	0	0	2	5	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0
GCAT	GCAT	NM_014291.3	protein_coding	0	0	1	6	1	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0
GGA1	GGA1	NM_001001560.2	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
GGA1	GGA1	NM_001172687.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
GGA1	GGA1	NM_001172688.2	protein_coding	0	1	0	8	0	1	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
GGA1	GGA1	NM_001363771.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
GGA1	GGA1	NM_013365.5	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
GGT1	GGT1	NM_001288833.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GGT1	GGT1	NM_013421.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GGT1	GGT1	NM_013430.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GGT5	GGT5	NM_001099781.2	protein_coding	0	0	1	7	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0
GGT5	GGT5	NM_001099782.2	protein_coding	0	0	1	7	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0
GGT5	GGT5	NM_001302464.1	protein_coding	0	0	1	7	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0
GGT5	GGT5	NM_001302465.1	protein_coding	0	0	1	7	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0
GGT5	GGT5	NM_004121.3	protein_coding	0	0	1	7	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0
GGTLC2	GGTLC2	NM_001282879.1	protein_coding	0	2	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	1
GGTLC2	GGTLC2	NM_199127.2	protein_coding	0	1	2	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	2
GNAZ	GNAZ	NM_002073.4	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
GNB1L	GNB1L	NM_053004.3	protein_coding	0	0	2	2	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0
GP1BB	GP1BB	NM_000407.5	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD4	GRAMD4	NM_001366660.1	protein_coding	0	1	0	10	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	1	2
GRAMD4	GRAMD4	NM_015124.5	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0
GSTT4	GSTT4	NM_001358664.2	protein_coding	0	2	2	8	0	0	0	0	0	0	0	0	0	10	2	0	0	2	0	0	0	0
GSTT4	GSTT4	NR_003081.3		0	2	0	10	0	0	0	0	0	0	0	0	0	10	0	2	0	2	0	0	0	0
GSTTP2	GSTTP2	NR_003082.1		0	1	0	36	0	0	0	0	0	0	0	4	0	30	0	3	0	1	0	0	0	0
GTPBP1	GTPBP1	NM_004286.5	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
GTSE1	GTSE1	NM_016426.7	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
GUCD1	GUCD1	NM_001284251.1	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1
GUCD1	GUCD1	NM_001284252.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1
GUCD1	GUCD1	NM_001284253.2	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1
GUCD1	GUCD1	NM_001284254.2	protein_coding	0	0	0	6	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
GUCD1	GUCD1	NM_001284255.2	protein_coding	0	0	0	6	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
GUCD1	GUCD1	NM_001284256.2	protein_coding	0	0	0	6	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
GUCD1	GUCD1	NM_001284257.2	protein_coding	0	0	0	6	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
GUCD1	GUCD1	NM_031444.4	protein_coding	0	0	0	6	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
GUCD1	GUCD1	NR_104286.2		0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1
GUSBP11	GUSBP11	NR_024448.2		0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
H1-0	H1-0	NM_005318.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
HDAC10	HDAC10	NM_001159286.2	protein_coding	0	1	0	13	1	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	1	5
HDAC10	HDAC10	NM_032019.6	protein_coding	0	1	0	13	1	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	1	5
HDHD5	HDHD5	NM_017829.5	protein_coding	0	1	1	5	0	0	0	0	0	0	0	0	0	5	1	0	0	1	0	0	1	0
HDHD5	HDHD5	NM_033070.3	protein_coding	0	1	1	5	0	0	0	0	0	0	0	0	0	5	1	0	0	1	0	0	1	0
HIC2	HIC2	NM_015094.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
HMGXB4	HMGXB4	NM_001003681.3	protein_coding	0	1	1	9	0	0	0	0	0	0	0	2	0	7	1	0	0	1	0	0	0	1
HMGXB4	HMGXB4	NM_001362972.2	protein_coding	0	1	1	9	0	0	0	0	0	0	0	2	0	7	1	0	0	1	0	0	0	1
HMGXB4	HMGXB4	NR_027780.2		0	1	0	10	0	0	0	0	0	0	0	2	0	7	0	1	0	1	0	0	0	1
HORMAD2	HORMAD2	NM_001329457.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HORMAD2	HORMAD2	NM_001329458.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HORMAD2	HORMAD2	NM_152510.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HORMAD2-AS1	HORMAD2-AS1	NR_110541.2		0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0
HPS4	HPS4	NM_001349896.1	protein_coding	0	0	4	9	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	2
HPS4	HPS4	NM_001349898.2	protein_coding	0	0	4	9	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	2
HPS4	HPS4	NM_001349899.2	protein_coding	0	0	4	9	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	2
HPS4	HPS4	NM_001349900.2	protein_coding	0	0	4	9	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	2
HPS4	HPS4	NM_001349901.1	protein_coding	0	0	4	9	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	2
HPS4	HPS4	NM_001349902.1	protein_coding	0	0	2	11	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	2
HPS4	HPS4	NM_001349903.2	protein_coding	0	0	2	11	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	2
HPS4	HPS4	NM_001349904.2	protein_coding	0	0	4	9	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	2
HPS4	HPS4	NM_001349905.1	protein_coding	0	0	4	9	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	2
HPS4	HPS4	NM_022081.5	protein_coding	0	0	4	9	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	2
HPS4	HPS4	NM_152841.2	protein_coding	0	0	4	7	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	1
HPS4	HPS4	NR_073135.1		0	0	0	13	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	2
HPS4	HPS4	NR_073136.2		0	0	0	11	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	1
HPS4	HPS4	NR_146311.2		0	0	0	13	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	2
HPS4	HPS4	NR_146312.1		0	0	0	13	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	2
HPS4	HPS4	NR_146313.2		0	0	0	13	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	2
HPS4	HPS4	NR_146314.1		0	0	0	13	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	2
HPS4	HPS4	NR_146315.2		0	0	0	13	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	2
HPS4	HPS4	NR_146316.1		0	0	0	13	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	2
HSCB	HSCB	NM_001318314.2	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
HSCB	HSCB	NM_001318315.2	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
HSCB	HSCB	NM_001318316.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
HSCB	HSCB	NM_001363856.1	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
HSCB	HSCB	NM_172002.5	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
HSCB	HSCB	NR_134560.2		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
IFT27	IFT27	NM_001177701.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
IFT27	IFT27	NM_001363003.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
IFT27	IFT27	NM_006860.5	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
IFT27	IFT27	NR_033531.3		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IGLL1	IGLL1	NM_001369906.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
IGLL1	IGLL1	NM_020070.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
IGLL1	IGLL1	NM_152855.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
IGLL3P	IGLL3P	NR_029395.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IGLL5	IGLL5	NM_001178126.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
IGLL5	IGLL5	NM_001256296.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
IL17RA	IL17RA	NM_001289905.1	protein_coding	0	2	1	21	1	0	3	0	0	0	0	2	0	15	1	0	0	0	0	0	2	0
IL17RA	IL17RA	NM_014339.7	protein_coding	0	2	1	21	1	0	2	0	0	0	0	2	0	15	1	0	0	0	0	0	2	1
IL17REL	IL17REL	NM_001001694.3	protein_coding	0	0	1	8	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1
IL17REL	IL17REL	NM_001371416.1	protein_coding	0	0	1	8	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1
IL17REL	IL17REL	NM_001371417.1	protein_coding	0	1	0	8	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	1
IL2RB	IL2RB	NM_000878.5	protein_coding	0	2	0	10	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	1	0
IL2RB	IL2RB	NM_001346222.1	protein_coding	0	2	0	10	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	1	0
IL2RB	IL2RB	NM_001346223.2	protein_coding	0	2	0	10	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	1	0
INPP5J	INPP5J	NM_001002837.2	protein_coding	0	1	0	6	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	1	1
INPP5J	INPP5J	NM_001284285.2	protein_coding	0	2	0	5	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	2	1
INPP5J	INPP5J	NM_001284286.1	protein_coding	0	2	0	5	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	2	1
INPP5J	INPP5J	NM_001284287.1	protein_coding	0	1	0	6	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	1	1
INPP5J	INPP5J	NM_001284288.1	protein_coding	0	2	0	5	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	2	1
INPP5J	INPP5J	NM_001284289.1	protein_coding	0	2	0	5	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	2	1
ISX	ISX	NM_001303508.2	protein_coding	0	1	3	2	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0
JOSD1	JOSD1	NM_001360235.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JOSD1	JOSD1	NM_001360236.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JOSD1	JOSD1	NM_014876.7	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
KCNJ4	KCNJ4	NM_004981.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KCNJ4	KCNJ4	NM_152868.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KCTD17	KCTD17	NM_001282684.1	protein_coding	0	1	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0
KCTD17	KCTD17	NM_001282685.1	protein_coding	0	1	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0
KCTD17	KCTD17	NM_001282686.1	protein_coding	0	1	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0
KCTD17	KCTD17	NM_024681.3	protein_coding	0	1	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0
KDELR3	KDELR3	NM_006855.4	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
KDELR3	KDELR3	NM_016657.2	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
KIAA0930	KIAA0930	NM_001009880.1	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
KIAA0930	KIAA0930	NM_015264.1	protein_coding	0	1	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
KIAA1656	KIAA1656	NR_046312.1		0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	2
KIAA1671	KIAA1671	NM_001145206.1	protein_coding	0	6	0	13	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	6	0
KLHDC7B	KLHDC7B	NM_138433.5	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
KLHL22	KLHL22	NM_032775.4	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1
KLHL22	KLHL22	NR_033825.2		0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1
KREMEN1	KREMEN1	NM_032045.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
L3MBTL2	L3MBTL2	NM_031488.5	protein_coding	0	1	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0
L3MBTL2-AS1	L3MBTL2-AS1	NR_148200.1		0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	5
LARGE1	LARGE1	NM_001362949.1	protein_coding	0	2	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
LARGE1	LARGE1	NM_001362951.1	protein_coding	0	2	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
LARGE1	LARGE1	NM_001362953.1	protein_coding	0	2	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
LARGE1	LARGE1	NM_004737.6	protein_coding	0	2	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
LARGE1	LARGE1	NM_133642.4	protein_coding	0	2	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
LGALS1	LGALS1	NM_002305.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LGALS2	LGALS2	NM_006498.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LIF	LIF	NM_001257135.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LIF	LIF	NM_002309.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LIF-AS1	LIF-AS1	NR_149070.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LIMK2	LIMK2	NM_001031801.2	protein_coding	0	2	1	10	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	0	2	0
LIMK2	LIMK2	NM_005569.4	protein_coding	0	1	0	13	1	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	1	0
LIMK2	LIMK2	NM_016733.3	protein_coding	0	1	0	13	1	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	1	0
LINC01311	LINC01311	NR_103767.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LINC01521	LINC01521	NR_120386.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LINC01637	LINC01637	NR_110537.1		0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
LINC01664	LINC01664	NR_103793.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LINC02558	LINC02558	NR_149128.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LL22NC03-63E9.3	LL22NC03-63E9.3	NR_027426.2		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
LMF2	LMF2	NM_001363816.2	protein_coding	0	5	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	4	1
LMF2	LMF2	NM_033200.3	protein_coding	0	5	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	4	1
LOC100286925	LOC100286925	NR_147620.1		0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
LOC100506679	LOC100506679	NR_125362.1		0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
LOC101927051	LOC101927051	NR_109952.1		0	0	0	5	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
LOC101929372	LOC101929372	NM_001288707.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
LOC101929829	LOC101929829	NR_111920.1		1	0	0	13	0	0	0	0	0	0	0	4	0	3	0	7	1	0	0	0	0	0
LOC101929829	LOC101929829.2	NR_111920.1.2		0	1	0	14	0	0	0	0	0	0	0	2	0	10	0	3	0	1	0	0	0	0
LOC102724378	LOC102724378	NR_160696.1		0	0	0	6	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2
LOC102724378	LOC102724378	NR_160697.1		0	0	0	6	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2
LOC102724770	LOC102724770	NM_001368242.1	protein_coding	0	2	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	0
LOC102724788	LOC102724788.2	NM_001368249.1.2	protein_coding	0	2	3	14	0	0	0	0	0	0	0	4	0	10	3	0	0	1	0	0	1	1
LOC102724788	LOC102724788.2	NM_001368250.1	protein_coding	0	2	3	14	0	0	0	0	0	0	0	4	0	10	3	0	0	1	0	0	1	1
LOC102725072	LOC102725072	NR_135922.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LOC105372977	LOC105372977	NM_001318392.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
LOC105373021	LOC105373021	NR_134623.1		0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
LOC105373051	LOC105373051	NR_134632.1		0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
LOC105373064	LOC105373064	NR_146602.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
LOC105373100	LOC105373100	NR_134637.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC107985544	LOC107985544	NR_146603.1		0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0
LOC284898	LOC284898	NM_001318329.1	protein_coding	0	2	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC339666	LOC339666	NR_038918.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC91370	LOC91370	NR_148946.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LRP5L	LRP5L	NM_001135772.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
LRP5L	LRP5L	NM_182492.2	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
LRRC74B	LRRC74B	NM_001291006.2	protein_coding	0	0	0	7	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2
LRRC74B	LRRC74B	NR_027006.2		0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	2
LRRC74B	LRRC74B	NR_110991.2		0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	2
LRRC75B	LRRC75B	NM_207644.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LZTR1	LZTR1	NM_006767.4	protein_coding	0	0	0	33	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	12
MAFF	MAFF	NM_001161572.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
MAFF	MAFF	NM_001161573.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
MAFF	MAFF	NM_001161574.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
MAFF	MAFF	NM_012323.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
MAPK1	MAPK1	NM_002745.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAPK1	MAPK1	NM_138957.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAPK11	MAPK11	NM_002751.7	protein_coding	0	2	0	6	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	2	0
MAPK11	MAPK11	NR_110887.2		0	0	0	8	0	0	0	0	0	0	0	2	0	4	0	2	0	0	0	0	0	0
MAPK12	MAPK12	NM_001303252.2	protein_coding	0	2	0	14	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	2	4
MAPK12	MAPK12	NM_002969.6	protein_coding	0	2	0	14	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	2	4
MAPK8IP2	MAPK8IP2	NM_012324.6	protein_coding	0	2	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0
MB	MB	NM_001362846.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0
MB	MB	NM_005368.3	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0
MB	MB	NM_203377.1	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0
MB	MB	NM_203378.1	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0
MCAT	MCAT	NM_014507.3	protein_coding	0	0	0	8	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0
MCAT	MCAT	NM_173467.5	protein_coding	0	0	1	7	1	0	0	0	0	0	0	3	0	3	1	0	0	0	0	0	0	0
MCAT	MCAT	NR_046423.1		0	0	0	8	0	0	0	0	0	0	0	3	0	3	0	2	0	0	0	0	0	0
MCHR1	MCHR1	NM_005297.3	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
MCM5	MCM5	NM_006739.4	protein_coding	0	1	0	8	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0
